Index	Tweet
306	007 coma alcoólico glicose é sacole da pra gravar um filme e uma annyribeiroo com tudo que a gente já viveu juntas anny .
307	01 sentimento tristeza de ter desenvolvido alergia a paracetamol e não poder fazer coquetel de remédio pra gripe já estaria ótima .
308	10 dias de amoxicilina para a pequena mais remedio da febre anti alérgico e seguir dando cefalexina do tratamento diário credo .
309	10 eu tenho alergia a dipirona .
310	100 não da né mas nóis tenta nada que umas compressas na barriga e cartelas de ibuprofeno não resolva a dor .
311	1000 mg de naproxeno pra enxaqueca e mais um punhado de notícia punk pra começar a semana tá lindo já acabou jessica .
312	1280 16 taag aviso importante certificado internacional de vacina contra febre amarela http emm to cyc .
313	12h e dois omeprazol depois e a azia permanece queimando até minha alma .
314	13 tenho alergia a cafeína mas trabalho na starbucks .
315	14 eu tenho alergia a penicilina super legal esse fato .
316	15 mg de sibutramina eh ok ja vi gente tomar 45 dia emagrece de tanto tomar veneno olha pra comida e da enjoo .
317	16 12 21 44 rayne amor opaaa 16 12 21 45 rayne amor sua mãe deu vacina contra raiva para vc 16 12 21 45 lud vtnc .
318	16 min p largar nois ta como afim de chegar em casa tomar uns paracetamol parar de sentir cólica .
319	19 12 16 julya rodrigues ela tá com raivinha de mim 19 12 16 julya rodrigues tenho que dá vacina contra raiva pra ela .
320	1novembro pressão baixa dor de cabeça suando frio ânsia de vomito glicose alta .
321	2 5 dias de abstinência de paroxetina dor de cabeça fraqueza vertigens libido at its peak .
322	2 dias sem tomar omeprazol que morte horrível .
323	2 dipirona 3 paracetamol e 1 calmante e essa dor num passa pqp .
324	2 eu tenho alergia de quase tudo sério e por isso tomo vários remedinhos e tenho que tomar uma vacina 2 vezes por semana mas eu não tomo .
325	2 pra bioquímica pode ser o prazer gerado pela dopamina que teu cérebro libera ao ser gostada pessoas com depressão tem uma .
326	20 12 19 23 giulia irmã tu eh selvagem garota 20 12 19 24 tu tenq tomar vacina pra raiva 20 12 19 24 tu eh raivosa .
327	20 anos e síndrome e ovários policísticos colesterol glicose e triglicerídeos alto resistência insulínica ácido úrico depressão .
328	20 gotas de dipirona e nada da cólica passar vou tomar morfina pra ver se passa .
329	2016 e nego ainda conspirando dizendo que o filho da mãe começou a passar hidroquinona deliberadamente pra ficar branco e dizer que é doença .
330	21 12 16 16 26 38 ana beatriz tomei vacina aaaaa 21 12 16 17 11 51 ph tomou oq 21 12 16 17 11 57 ph contra raiva .
331	21 anos e uma vida resumida em gastrite omeprazol refluxo omeprazol e ansiedade .
332	22 12 23 31 cabelin passou a dor de cabeça 22 12 23 40 passou agr tomei um paracetamol q uma pessoinha linda me deu aí tô melhor .
333	27 12 10 17 junior santos fui tomar vacina 27 12 10 19 giuliana pra raiva kkkkkkkk 27 12 10 19 giuliana pq vc n é cachorro .
334	27 ela tem alergia a dipirona .
335	27 tenho alergia à penicilina .
336	3 anos ai eu tomava fluoxetina mas eu ainda tinha super picos de felicidade e loucura e crises fortes de depressao .
337	3 dias tendo dor de estômago e acabou o omeprazol vamo chora .
338	3 hora da manhã bebendo coca dps de toma uma dipirona e dois remedio pra ansiedade e nao to conseguindo dormi e ai como vai a noite armygas .
339	30 mg de pseudoefedrina não dá nem pro cheiro com toda essa alergia que tenho .
340	4 doses de carbamazepina 3 de anador 4 de um remédio ai pra dor de garganta e o médico me da 500 ml de soro e me libera auahsu que dor .
341	4 litros de soro mais meio de glicose agora é só muita dor na cabeça mesmo então vou ficar um tempinho sem postar bella .
342	4 tenho alergia sim a um remedio chamado dipirona graças a deus kdndjsj .
343	40 goras de dipirona e esperando em deus q essa cólica melhore .
344	40 gotas de dipirona só isso q melhora minha cólica .
345	420 mg de cafeína tédio só fez potencializar a tensão ansiedade pré https www instagram com p bnajqteg2fihosq1v830yst1btlb kclymyupa0 .
346	43 ela gosta de café e grande parte da cefaléia dela é causada pela cafeína excessiva que toma para se manter acordada durante o dia .
347	44 eu tenho alergia a dipirona .
348	44 tem alergia a dipirona .
349	4h da manhã calor pra mais de 8000 glicose pra mais de 200 e sonho com um maluco se suicidando amanhã vai ser um dia agitado .
350	5 dias sem glicose experiência de quase morte .
351	5 dias sem omeprazol e a azia já tá a mil .
352	5 feira começo a tomar fluoxetina espero q melhore minha ansiedade askanamia askanaemia .
353	5 nágila 6 amo banana 7 tomo lamotrigina sertralina anticoncepcional e cimetidina 8 ciclotimia gastrite e depressão .
354	5 tens vacina contra a raiva até lá vê se te consegues controlar .
355	50 gotas de dipirona daqui a pouco começo a sentir o calor que geral tá sentindo tb .
356	50 mg amitriptilina 500 mg torval 6 25 zolpidem 150 mg venlift todos liberação prolongada 0 25 rivotril durante crise de ansiedade panico .
357	500 ml de coca cola 500 ml de chá mate 400 ml de frapuccino acho que exagerei na cafeína olá dor de estômago .
358	500 remédios de alergia pra tomar e ainda vou ter que fazer o tratamento com vacina dnv .
359	53 sou viciada em cafeína no nível de sentir dor de cabeça se não tomar ao menos uma xícara de café .
360	550 mg de naproxeno sódico 400 mg de ibuprofeno eis o segredo para aliviar cólica vou ter uma overdose mas num vou sentir essa pohan .
361	6 10 23 54 faela lima a cólica ta aumentando toma dipirona so quero vc bem promete pra mim q vai ficar bem .
362	6 calor 7 poeira 8 vacina com agulha em crianças e vou decretar feriado toda quarta .
363	600 mg de ibuprofeno e ainda colica .
364	600 mg de ibuprofeno pra ver se essa dor alivia porque o buscopan não faz mais nem cócegas .
365	67 sou alergica a dipirona ent nao posso tomar remedio para colica ent tenho q aprender a viver com a dor .
366	7 tem alergia a dipirona e pelo de gato .
367	7 tem alergia a poeira e glicose mais alta que o som da tiê .
368	8 tenho alergia muito braba vivo a base de remedio p nariz e colírio e tomo vacina toda semana .
369	800 mg de ibuprofeno 20 mg de loratadina oremos para q a dor de cabeça pare .
370	89tpea claro que ai repões a glicose e a gente não entre em coma alcoólico .
371	8th floor tomei 100g de nimesulida e me salvou tava pra fazer canal dor da porra .
372	8th floor toragesic é pra dor não anti inflamatório é bom também recomendaria nimesulida e não está suspenso comprei essa semana .
373	9 dia tomando hidroxicloroquina e já estou me sentindo febril e com uma puta dor de estômago mas vamos que vamos .
374	a agitação da cafeína passou mas eu continuo bebendo coca cola à noite isso não vai acabar bem .
375	a alergia alimentar não é igual a hipersensibilidade não alérgica alimentar a alergia alimentar pode ser imunoglobulina e mediada ou não .
376	a alergia já faz parte de mim que nem o loratadina resolveu .
377	a ansiedade o sertralina tem resolvido mas de resto estou desse jeito também https twitter com aka fernandes status 811518830719668225 .
378	a ansiedade quer nicotina e o pulmão quer ar puro grande guerra .
379	a anta que vos fala tem alergia a gatos e estava brincando com um agora to querendo morrer de tanta coceira loratadina nelas .
380	a anvisa suspendeu a venda do nimesulida o unico remedio que resolve minha dor na perna .
381	a aula de ética foi mó bad pq falamos de umas doenças ai teve depressão e o povo começou a debater .
382	a automedicação é um perigo porque por aliviar a dor do paciente muitas vezes o omeprazol acaba por mascarar http fb me 4oqcedvwg .
383	a banana é rica em magnésio e cálcio por isso é ótima para os ossos ela também reduz estresse e depressão pois http fb me 8qnid2tur .
384	a betametasona é um corticosteroide então alivia mesmo coceira e irritação pra minha alergia foi tiro e queda .
385	a buspirona é o ansitec ele não dá sonolência não prejudica função motora não causa dependência física nem traz prejuízo .
386	a cada dia a dor piora o pantoprazol está adiantando de nada .
387	a cafeína circulando no corpo é tanta que a ansiedade já bateu no teto .
388	a cafeína e a linha tênue entre não surtir efeito mas burlar o psicológico te mantendo acordado com tremedeira e alucinação mas acordado .
389	a cafeína é conhecida por seu poder de aumentar o estado de alerta e reduzir a sensação de fadiga podendo http fb me 1w3paamqh .
390	a cafeina entra na mente explode ansiedade e eu aqui viciada nessa arte .
391	a cafeína surte um efeito de ansiedade e como e tbm eh uma substância que vicia o corpo e mente ficam dependente dela .
392	a capacidade do ser humano em querer passar dor é ótima né me diz como q eu esqueço a porra do omeprazol .
393	a carbamazepina é usada no tratamento da epilepsia e de outras doenças neurológicas ou psiquiátricas como doença bipolar depressão .
394	a carne até pode ser fraca mas quem disse que pecado é vitamina porque o salário do pecado é a morte e o http fb me 11o6ckgeq .
395	a causa da minha morte provavelmente vai ser a mistura de remédio que eu faço agora u tomei omeprazol e advil e nem percebi .
396	a cólica vem e com ela o desejo de morfina .
397	a criatura comenta q nem lembra qual foi a última vez q teve uma crise de ansiedade aí o q acontece crise de ansiedade valeu sertralina .
398	a curcumina é segura e eficaz no tratamento de estados graves de depressão comparada com a fluoxetina a http fb me 7ut5cphtz .
399	a deficiência de vitamina b12 não é uma doença estranha misteriosa pode se ler sobre ela em cada livro de http fb me 5rqwyy5ah .
400	a dependencia da nicotina causa tristeza dor e morte .
401	a dependência de nicotina traz tristeza dor e morte é meio redundante quando a própria vida já te traz tudo isso .
402	a depressão bateu em minha porta e eu abri senhoras e senhores cade o zolpidem .
403	a depressão é potencializada por deficiências nutricionais que impedem a fabricação de serotonina noradrenalina dopamina etc lowcarb .
404	a dermatologista disse que eu posso usar pq minha acne e grau 3 mas achei melhor usar tetraciclina antes vc ja usou .
405	a diabetes é uma doença crônica não transmissível caracterizada por níveis elevados de glicose no sangue ela http fb me 2b0izengk .
406	a diabetes é uma doença metabólica decorrente do excesso e do aumento anormal dos niveis de glicose no sangue .
407	a diabetes é uma doença que acarreta o aumento da glicose no sangue glicemia a diabetes tipo 1 é de origem http fb me 5wbuc7fvl .
408	a diabetes mellitus dm é uma doença de origem multifatorial caracterizada por níveis elevados de glicose no http fb me 2vfxmef30 .
409	a diabetes mellitus é uma doença caracterizada pela elevação da glicose no sangue hiperglicemia pode ocorrer http fb me mvbadk8e .
410	a dipirona acabouuuuuuu vou morrer cm essa cólica deus .
411	a dirofilariose popularmente ela é conhecida como o verme do coração a pro heart é uma vacina que protege seu cão desta doença pic twitter com 78mee9zckf .
412	a doença sem vacina se espalha pelo o povo .
413	a doença sem vacina se espalha pelo povo soldado na guerrilha contra a pólvora e o fogo .
414	a dona morte subiu pela parede veio a fluoxetina e a derrubou já passou o efeito a depressão vem vindo e a dona morte quer um suicídio .
415	a dopamina e a dependência da nicotina https lnkd in dwe2xc6 .
416	a dor ainda n passou mas diminuiu tomei 3 omeprazol .
417	a dor ainda não se foi e já cansei de tomar remédio ontem tomei pantoprazol e demorou melhorar imagina tomar omeprazol magnésico hoje .
418	a dor da mãe q perdeu a filha pra sibutramina gente .
419	a dor de cabeça passou mas o remédio tinha cafeína então estamos aí né twitter .
420	a dor de ser um viciado em nicotina re não ter nem um cigarrinho .
421	a dor de ver o vidrinho de fluoxetina vazio .
422	a dor incontrolável de não ter nicotina .
423	a dor não passa ja tomei paracetamol ibuprofeno dipirona .
424	a dor no estômago chegou traga já meu omeprazol .
425	a dor que enfrentamos na vida não pode ser curada mas temos ibuprofeno que já dá uma amenizada boa .
426	a dor que me machuca é a mesna que me ensina boatarde parque https www instagram com p bdyljrfgttgjbsv3v4ynz3cbkzuv glm0aneeu0 .
427	a dor so passa com nimesulida posso tomar oq for .
428	a dor tô resolvendo com morfina mas e aí o enjôo que fica de tomar tanto remédio não tem omeprazol e suco de couve que resolva .
