Sentença	 Span_1 	 Span_2 
a menina toma 80 mg de fluoxetina resolveu entornar o caneco e tá agora chorando as pitangas que tá tendo experiência de quase morte .	fluoxetina	morte
o azitromicina eh bom pq ele me dá tanta dor e náusea que eu esqueço da sinusite .	azitromicina	náusea
o azitromicina eh bom pq ele me dá tanta dor e náusea que eu esqueço da sinusite .	azitromicina	dor
minha cara minha carolina a saudade ainda vai bater no teto até um canalha precisa de afeto dor n cura com penicilina https twitter com cafecomnoticia status 781604319338586112 .	penicilina	dor
vc comeu antes de tomar toma omeprazol e depois um ibuprofeno é oq melhora minha sinusite e as minhas enxaqueca melhoras .	omeprazol	enxaqueca
vc comeu antes de tomar toma omeprazol e depois um ibuprofeno é oq melhora minha sinusite e as minhas enxaqueca melhoras .	ibuprofeno	enxaqueca
cavaco que vá preparando rennie para azia e pastilhas de nitroglicerina para angina de peito agora não pode vetar https twitter com catarina mart status 697451234337386497 .	pastilhas	azia
cavaco que vá preparando rennie para azia e pastilhas de nitroglicerina para angina de peito agora não pode vetar https twitter com catarina mart status 697451234337386497 .	pastilhas	angina
cavaco que vá preparando rennie para azia e pastilhas de nitroglicerina para angina de peito agora não pode vetar https twitter com catarina mart status 697451234337386497 .	nitroglicerina	azia
cavaco que vá preparando rennie para azia e pastilhas de nitroglicerina para angina de peito agora não pode vetar https twitter com catarina mart status 697451234337386497 .	nitroglicerina	angina
felipemacielcam toma naproxeno tira a dor com a mão .	naproxeno	dor
toma ibuprofeno melhora a dor .	ibuprofeno	dor
ibuprofeno é o melhor remédio que já me apareceu na vida um dos únicos que me tiram dor recomendo muito .	ibuprofeno	dor
nandhaferrari é serio tem uma pomada tbm que é neurotica lidocaina vende em farmácias para a dor em 30 segundo .	pomada	dor
nandhaferrari é serio tem uma pomada tbm que é neurotica lidocaina vende em farmácias para a dor em 30 segundo .	lidocaina	dor
tomei um ibuprofeno de manhã passou agora pensei será se a dor de cabeça pode ser abstinência de café tomei duas canecas uhum yep passou .	ibuprofeno	dor de cabeça
e eu to sem cafeína no sangue desde a hora que acordei e não sei como não desmaiei de dor de cabeça ainda .	cafeína	dor de cabeça
fora a dipirona da febre .	dipirona	febre
ja tomei dorflex nimesulida e a dor continua ta foda .	dorflex	dor
ja tomei dorflex nimesulida e a dor continua ta foda .	nimesulida	dor
a raiva que vocês que não tem barba passam pra usar minoxidil é a raiva que a gente que tem barba passa pra fazê la toda semana .	minoxidil	raiva
a raiva que vocês que não tem barba passam pra usar minoxidil é a raiva que a gente que tem barba passa pra fazê la toda semana .	minoxidil	raiva
eu tomei zoloft sem saber q era pq usam tantos nomes p a msm merda cloridrato de sertralina essa merda só aumentou minha ansiedade .	zoloft	ansiedade
eu tomei zoloft sem saber q era pq usam tantos nomes p a msm merda cloridrato de sertralina essa merda só aumentou minha ansiedade .	cloridrato	ansiedade
eu tomei zoloft sem saber q era pq usam tantos nomes p a msm merda cloridrato de sertralina essa merda só aumentou minha ansiedade .	sertralina	ansiedade
calor areia e dipirona https twitter com asks2you status 799078022334808064 .	dipirona	calor
aí vc fala pro médico que tem alergia de azitromicina e pseudoefedrina e ele receita os dois entendi ele quer que eu morra .	azitromicina	alergia
aí vc fala pro médico que tem alergia de azitromicina e pseudoefedrina e ele receita os dois entendi ele quer que eu morra .	pseudoefedrina	alergia
aí vc fala pro médico que tem alergia de azitromicina e pseudoefedrina e ele receita os dois entendi ele quer que eu morra .	pro	alergia
sus vai ofertar medicação para conter agressividade de adultos com autismo risperidona já é utilizado no su http bit ly 1zmtnm4 .	risperidona	agressividade
fluoxetina da maior azia .	fluoxetina	azia
não aguento mais tomar vacina por causa dessa alergia .	vacina	alergia
eu q agradeço a preocupação estou tomando ibuprofeno por conta mas ele só alivia a febre depois volta tudo .	ibuprofeno	febre
ansiedade depressão omeprazol insegurança esse é o kit .	omeprazol	depressão
ansiedade depressão omeprazol insegurança esse é o kit .	omeprazol	ansiedade
acordei com azia tomei pantoprazol e dois cafés pretos tô bem certa né .	pantoprazol	azia
comprei mais óleo de rícino pra passar mas tô com uma preguiça pq ele deixa o rosto quente e tá calor .	óleo de rícino	calor
tomei logo uma nimesulida pra almoçar sem dor .	nimesulida	dor
meu remédio tem cafeína ja djaojdsoso é q é enxaqueca mas vlwww .	cafeína	enxaqueca
ontem passei o dia enjoada com dor nas costas e indisposta daí tomei omeprazol de madrugada e acordei bem aleluia .	omeprazol	dor nas costas
tomei omeprazol com coca e obviamente a azia piorou .	omeprazol	azia
5 nágila 6 amo banana 7 tomo lamotrigina sertralina anticoncepcional e cimetidina 8 ciclotimia gastrite e depressão .	lamotrigina	depressão
5 nágila 6 amo banana 7 tomo lamotrigina sertralina anticoncepcional e cimetidina 8 ciclotimia gastrite e depressão .	lamotrigina	gastrite
5 nágila 6 amo banana 7 tomo lamotrigina sertralina anticoncepcional e cimetidina 8 ciclotimia gastrite e depressão .	cimetidina	depressão
5 nágila 6 amo banana 7 tomo lamotrigina sertralina anticoncepcional e cimetidina 8 ciclotimia gastrite e depressão .	cimetidina	gastrite
5 nágila 6 amo banana 7 tomo lamotrigina sertralina anticoncepcional e cimetidina 8 ciclotimia gastrite e depressão .	sertralina	depressão
5 nágila 6 amo banana 7 tomo lamotrigina sertralina anticoncepcional e cimetidina 8 ciclotimia gastrite e depressão .	sertralina	gastrite
caralhoooooou vou entrar em coma alcoólico facil kkkk aproveita e ja deixa um samu de prontidão porque vou tomar glicose kkk .	glicose	coma
dor de cabeça é um inferno pra mim depois que adquiri alergia a dipirona e aspirina pq nenhum remedio sem eles funciona pra mim .	aspirina	alergia
dor de cabeça é um inferno pra mim depois que adquiri alergia a dipirona e aspirina pq nenhum remedio sem eles funciona pra mim .	aspirina	dor de cabeça
dor de cabeça é um inferno pra mim depois que adquiri alergia a dipirona e aspirina pq nenhum remedio sem eles funciona pra mim .	dipirona	alergia
dor de cabeça é um inferno pra mim depois que adquiri alergia a dipirona e aspirina pq nenhum remedio sem eles funciona pra mim .	dipirona	dor de cabeça
to com medo de tomar meu zolpidem e eu ter mais alucinacao ainda .	zolpidem	medo
calma com essa ansiedade pessoal fluoxetina tá aí pra isso .	fluoxetina	ansiedade
meu estomago ta retocendo de fome mas tenho que esperar o omeprazol ser absorvido pq é aquele ditado to cheia das doença .	omeprazol	fome
essa semana tava na cara que ia ser uma merda quando eu senti cólica fui tomar dipirona e quase vomito o remédio de tanta ânsia .	dipirona	vomito
efeitos colaterais da azitromicina di hidratada vaginite inchaço da vagina e cefaléia dor de cabeça qual será que eu vou ter primeiro .	azitromicina	vaginite
efeitos colaterais da azitromicina di hidratada vaginite inchaço da vagina e cefaléia dor de cabeça qual será que eu vou ter primeiro .	azitromicina	dor de cabeça
efeitos colaterais da azitromicina di hidratada vaginite inchaço da vagina e cefaléia dor de cabeça qual será que eu vou ter primeiro .	azitromicina	inchaço
já tomei três comprimidos de ibuprofeno e nada dessa dor fdp passar .	ibuprofeno	dor
to precisando de cafeína na minha vida mais como se eu tenho alergia .	cafeína	alergia
vira e mexe tenho essas dor aí principalmente quando fico nervosa geralmente omeprazol plasil simetidina ou tônica resolve .	plasil	dor
vira e mexe tenho essas dor aí principalmente quando fico nervosa geralmente omeprazol plasil simetidina ou tônica resolve .	omeprazol	dor
oxitocina serotonina dopamina esses 3 fazem umas desgraça são os responsáveis pelo amor afeto paixão depressão .	oxitocina	depressão
oxitocina serotonina dopamina esses 3 fazem umas desgraça são os responsáveis pelo amor afeto paixão depressão .	dopamina	depressão
cadê a morfina aquela pra acabar com minha dor .	morfina	dor
carros elétricos são como os cigarros com piteira ou baixo teor de nicotina que tentam adiar a morte do tabagismo http www1 folha uol com br colunas leaoserva 2016 12 1838443 carro eletrico e cigarro com piteira shtml cmpid comptw .	nicotina	morte
vacina contra h1n1 deixa menino de 10 anos com doença que o faz cair no sono toda vez que sorri http fb me 115iuhcp0 .	vacina	cair
vacina contra h1n1 deixa menino de 10 anos com doença que o faz cair no sono toda vez que sorri http fb me 115iuhcp0 .	vacina	sono
oração buscofem dipirona toalha com água quente e 1 hora e meia perdida de sono por causa de cólica senhor .	buscofem	sono
oração buscofem dipirona toalha com água quente e 1 hora e meia perdida de sono por causa de cólica senhor .	dipirona	sono
mds do céu dor sem parar desde meio dia com dois remédios atolados de cafeína e paracetamol e não sai affffff .	paracetamol	dor
mds do céu dor sem parar desde meio dia com dois remédios atolados de cafeína e paracetamol e não sai affffff .	cafeína	dor
toma a vacina de alergia .	vacina	alergia
não sei sene de propósito mas eu n aguento ter dor e quando eu tenho é dos infernos nooooossa .	sene	dor
cheguei da aulinha com uma dor absurda no estômago e nessa casa não tem um omeprazol porra .	omeprazol	dor
meu pai me deu chocolates e uma caixa de omeprazol nesse dia dos namorados isso que é presente ele bem sabe a dor de uma azia .	omeprazol	azia
meu pai me deu chocolates e uma caixa de omeprazol nesse dia dos namorados isso que é presente ele bem sabe a dor de uma azia .	omeprazol	dor
na vdd seria a serotonina qe é responsável por diminuir a ansiedade stress e a dopamina entende qe vc gostou e te faz viciar nela não .	dopamina	ansiedade
ai pelo amor de deus parem de reclamar da páscoa e eu que em vez de chocolate to com tylenol nimesulida e xarope sabor morte .	xarope	morte
ai pelo amor de deus parem de reclamar da páscoa e eu que em vez de chocolate to com tylenol nimesulida e xarope sabor morte .	nimesulida	morte
ai pelo amor de deus parem de reclamar da páscoa e eu que em vez de chocolate to com tylenol nimesulida e xarope sabor morte .	tylenol	morte
a dona morte subiu pela parede veio a fluoxetina e a derrubou já passou o efeito a depressão vem vindo e a dona morte quer um suicídio .	fluoxetina	depressão
a dona morte subiu pela parede veio a fluoxetina e a derrubou já passou o efeito a depressão vem vindo e a dona morte quer um suicídio .	fluoxetina	morte
a dona morte subiu pela parede veio a fluoxetina e a derrubou já passou o efeito a depressão vem vindo e a dona morte quer um suicídio .	fluoxetina	suicídio
a dona morte subiu pela parede veio a fluoxetina e a derrubou já passou o efeito a depressão vem vindo e a dona morte quer um suicídio .	fluoxetina	morte
cientistas criam vacina contra vício em cocaína estudos a vacina para tratamento da dependência química é u http bit ly 2bwt7hz .	vacina	dependência
cientistas criam vacina contra vício em cocaína estudos a vacina para tratamento da dependência química é u http bit ly 2bwt7hz .	vacina	dependência
hatemeharder nao sei miga cada um me diz uma coisa do rivotril eu fico confusa eu tomo sertralina que cuida da ansiedade e da depressao .	rivotril	ansiedade
hatemeharder nao sei miga cada um me diz uma coisa do rivotril eu fico confusa eu tomo sertralina que cuida da ansiedade e da depressao .	sertralina	ansiedade
liviazasou toma antibiótico associado a um antiinflamatório e a dipirona é caso haja febre .	dipirona	febre
pra emagrecer as vezes eu tomo franol pra controlar a ansiedade tomo fluoxetina o laxante que eu usava era rapilax .	franol	ansiedade
pra emagrecer as vezes eu tomo franol pra controlar a ansiedade tomo fluoxetina o laxante que eu usava era rapilax .	rapilax	ansiedade
pra emagrecer as vezes eu tomo franol pra controlar a ansiedade tomo fluoxetina o laxante que eu usava era rapilax .	fluoxetina	ansiedade
tomei ranitidina tive febre e to tomando soro to melhorzinha já logo logo to 100 .	soro	febre
tomei ranitidina tive febre e to tomando soro to melhorzinha já logo logo to 100 .	ranitidina	febre
estou nessa situação só não tô sofrendo muito pq sempre tomo um nimesulida é tóxico mas para a dor uahah .	nimesulida	dor
quem ja vou tomar um ranitidina pra não morrer de dor no estômago .	ranitidina	dor
nimesulida ou bi profenid depende do tipo de dor de garganta se é infecção ou só inflamação .	nimesulida	dor de garganta
nimesulida ou bi profenid depende do tipo de dor de garganta se é infecção ou só inflamação .	nimesulida	inflamação
nimesulida ou bi profenid depende do tipo de dor de garganta se é infecção ou só inflamação .	nimesulida	infecção
nimesulida ou bi profenid depende do tipo de dor de garganta se é infecção ou só inflamação .	profenid	dor de garganta
nimesulida ou bi profenid depende do tipo de dor de garganta se é infecção ou só inflamação .	profenid	inflamação
nimesulida ou bi profenid depende do tipo de dor de garganta se é infecção ou só inflamação .	profenid	infecção
tirando depressão tenho td isso aí kkkkkkkkkkkk e mais omeprazol .	omeprazol	depressão
levei sim mas como era vitamina deu mt problema só uma dor de barriga msm .	vitamina	dor
22 12 23 31 cabelin passou a dor de cabeça 22 12 23 40 passou agr tomei um paracetamol q uma pessoinha linda me deu aí tô melhor .	paracetamol	dor de cabeça
