Index	Candidate	Drug	Drug_Char_Start	Drug_Char_end	Drug_Word_Index	Event	Event_Char_Start	Event_Char_end	Event_Word_Index	Is_inverted	LABEL
215	fui perguntar minha tia se ranitidina é pra dor de cabeça	ranitidina	27	36	5	dor de cabeça	44	56	42042	0	-1
216	que delicia no meio de toda essa confusão a filha da puta me aparece pra medir minha glicose .	glicose	85	91	17	confusão	33	40	7	1	-1
217	a pessoa aqui vai ter que apelar pra injeção de betametasona cataflam em gel e beserol pois dor insuportável .	cataflam	61	68	11	dor	92	94	17	0	-1
218	a pessoa aqui vai ter que apelar pra injeção de betametasona cataflam em gel e beserol pois dor insuportável .	betametasona	48	59	10	dor	92	94	17	0	-1
219	a pessoa aqui vai ter que apelar pra injeção de betametasona cataflam em gel e beserol pois dor insuportável .	beserol	79	85	15	dor	92	94	17	0	-1
220	tomando omeprazol porque a dor começou cedo hoje .	omeprazol	8	16	1	dor	27	29	4	0	-1
221	neurotransmissao dor dopamina compulsão ansiedade .	dopamina	21	28	2	dor	17	19	1	1	-1
222	neurotransmissao dor dopamina compulsão ansiedade .	dopamina	21	28	2	ansiedade	40	48	4	0	-1
224	kkdhjkdhjk pior que sim eu li esses dias que quem tem crise de ansiedade ou eh ansioso n pode tomar nada q tenha cafeina .	cafeina	113	119	23	ansiedade	63	71	13	1	-1
225	tô tomando tanto paracetamol dipirona e ibuprofeno pra essa dor passar e nada .	paracetamol	17	27	3	dor	60	62	9	0	-1
226	tô tomando tanto paracetamol dipirona e ibuprofeno pra essa dor passar e nada .	ibuprofeno	40	49	6	dor	60	62	9	0	-1
227	tô tomando tanto paracetamol dipirona e ibuprofeno pra essa dor passar e nada .	dipirona	29	36	4	dor	60	62	9	0	-1
228	aff que bixa vo te que usa creme com uréia ácido glicólico ou ácido salicílico pra hidrata a pele to com alergia do inverno .	ácido	43	47	10	alergia	105	111	21	0	-1
229	aff que bixa vo te que usa creme com uréia ácido glicólico ou ácido salicílico pra hidrata a pele to com alergia do inverno .	creme	27	31	7	alergia	105	111	21	0	-1
230	aff que bixa vo te que usa creme com uréia ácido glicólico ou ácido salicílico pra hidrata a pele to com alergia do inverno .	ácido salicílico	62	77	77	alergia	105	111	21	0	-1
231	meu deus preciso começar a tomar fluoxetina se não vou entrar em depressão .	fluoxetina	33	42	6	depressão	65	73	12	0	-1
232	de acordo com a minha azia eu devo dormir umas 5 da manha me ajuda nossa senhora do omeprazol .	omeprazol	84	92	18	azia	22	25	5	1	-1
234	ando bebendo muito suco nesse calor porém voltarei para a aguinha básica porque minha glicose tá alta frutose me derrubando diabetes .	frutose	102	108	17	diabetes	124	131	20	0	-1
235	ando bebendo muito suco nesse calor porém voltarei para a aguinha básica porque minha glicose tá alta frutose me derrubando diabetes .	frutose	102	108	17	calor	30	34	5	1	-1
236	ando bebendo muito suco nesse calor porém voltarei para a aguinha básica porque minha glicose tá alta frutose me derrubando diabetes .	glicose	86	92	14	diabetes	124	131	20	0	-1
237	ando bebendo muito suco nesse calor porém voltarei para a aguinha básica porque minha glicose tá alta frutose me derrubando diabetes .	glicose	86	92	14	calor	30	34	5	1	-1
238	bianchi joanna beber da muito prejuízo além da dor de cabeça você pode correr o risco de tomar umas doze de glicose	glicose	108	114	21	prejuízo	30	37	5	1	-1
239	bianchi joanna beber da muito prejuízo além da dor de cabeça você pode correr o risco de tomar umas doze de glicose	glicose	108	114	21	dor de cabeça	47	59	35325	1	-1
240	pode ser o resultado da dependência de cafeína .	cafeína	39	45	7	dependência	24	34	5	1	-1
241	glicose da minha mãe é muito 8 ou 80 tncc uma hora quase ela entra em coma outra quase dando hipoglicemia .	glicose	0	6	0	coma	70	73	16	0	-1
242	glicose da minha mãe é muito 8 ou 80 tncc uma hora quase ela entra em coma outra quase dando hipoglicemia .	glicose	0	6	0	hipoglicemia	93	104	20	0	-1
245	meu cérebro ta com dependência de dopamina vamo trabalhar isso aí .	dopamina	34	41	6	dependência	19	29	4	1	-1
246	e franklin martins já surgem pra comentar fidel prevenido tomarei 40 mg de omeprazol pra enfrentar a azia que virá .	omeprazol	75	83	13	azia	101	104	17	0	-1
247	paracetamol é pra dor e febre não é pra cólica em si mas a dor pode ser que amenize .	paracetamol	0	10	0	dor	59	61	14	0	-1
248	paracetamol é pra dor e febre não é pra cólica em si mas a dor pode ser que amenize .	paracetamol	0	10	0	febre	24	28	5	0	-1
249	paracetamol é pra dor e febre não é pra cólica em si mas a dor pode ser que amenize .	paracetamol	0	10	0	dor	18	20	3	0	-1
250	já tive cólica renal uma dúzia de vezes gosto nem de lembrar numa delas tão forte tive q tomar morfina .	morfina	95	101	19	cólica renal	8	19	19	1	-1
251	meu deus q fome q sede q dor de barriga e vontade de tomar omeprazol .	omeprazol	59	67	14	sede	18	21	5	1	-1
252	meu deus q fome q sede q dor de barriga e vontade de tomar omeprazol .	omeprazol	59	67	14	fome	11	14	3	1	-1
253	meu deus q fome q sede q dor de barriga e vontade de tomar omeprazol .	omeprazol	59	67	14	dor	25	27	7	1	-1
254	to tomando um cafezin e a dor de cabeça ta indo embora i love cafeína .	cafeína	62	68	14	dor de cabeça	26	38	40837	1	-1
255	galera que se vangloriza quando associam cannabis a efeitos negativos sabe que é efeito colateral do paracetamol a morte .	paracetamol	101	111	16	morte	115	119	18	0	-1
256	tenho alergia a penicilina .	penicilina	16	25	3	alergia	6	12	1	1	-1
257	minha rinite ontem atacou claro que fui tomar loratadina e passar meu colírio aí acordo 6 am com dor nos olhos .	loratadina	46	55	8	rinite	6	11	1	1	-1
258	minha rinite ontem atacou claro que fui tomar loratadina e passar meu colírio aí acordo 6 am com dor nos olhos .	loratadina	46	55	8	dor nos olhos	97	109	38426	0	-1
259	minha glicose esta me dando raiva ja porra toda hora fico tonta .	glicose	6	12	1	raiva	28	32	5	0	-1
260	tomei uma vacina que deixou meu braço em coma e não sei como vou fazer pra lavar meu cabelinho .	vacina	10	15	2	coma	41	44	8	0	-1
261	devia ter comprado o omeprazol hj já amanhã vai dar dor estômago o dia inteiro de nervoso por causa desses jogos .	omeprazol	21	29	4	dor	52	54	10	0	-1
262	eu tinha que ser garota propaganda do ibuprofeno cr tomo ibuprofeno pra dor de cabeça cólica febre	ibuprofeno	57	66	10	dor de cabeça	72	84	28525	0	-1
263	eu tinha que ser garota propaganda do ibuprofeno cr tomo ibuprofeno pra dor de cabeça cólica febre	ibuprofeno	57	66	10	febre	93	97	16	0	-1
264	eu tinha que ser garota propaganda do ibuprofeno cr tomo ibuprofeno pra dor de cabeça cólica febre	ibuprofeno	38	47	7	dor de cabeça	72	84	28525	0	-1
265	eu tinha que ser garota propaganda do ibuprofeno cr tomo ibuprofeno pra dor de cabeça cólica febre	ibuprofeno	38	47	7	febre	93	97	16	0	-1
266	e provavelmente tontura por falta de glicose .	glicose	37	43	6	tontura	16	22	2	1	-1
267	vou sair pra tomar um ar de nicotina e evitar a crise de ansiedade .	nicotina	28	35	7	ansiedade	57	65	13	0	-1
268	pra que fui ter alergia logo a dipirona po é osso .	dipirona	31	38	7	alergia	16	22	4	1	-1
269	digestão enjôo vitamina	vitamina	15	22	2	enjôo	9	13	1	1	-1
270	acordei com dor de cabeça já vou tomar uns dois paracetamol pra dormir de nvoo .	paracetamol	48	58	10	dor de cabeça	12	24	34722	1	-1
271	a zoe faz muita glicose anal já to ficando com raiva já .	glicose	16	22	4	raiva	47	51	10	0	-1
272	acho que entrarei em um coma de glicose .	glicose	32	38	7	coma	24	27	5	1	-1
273	meus parabéns pra que inventou azitromicina ontem eu não tava conseguindo engolir nem água hoje eu nem sei mais o que é dor de garganta .	azitromicina	31	42	5	dor de garganta	120	134	38307	0	-1
274	comi tanto agora pra ver se a minha glicose sobe comecei a ter enxaqueca vomitei p carai mó saco .	glicose	36	42	8	enxaqueca	63	71	13	0	-1
275	não és daqueles que o dono se esqueceu de dar a vacina para a raiva .	vacina	48	53	11	raiva	62	66	14	0	-1
276	apesar de as confusões iniciais e me deixar desnutrida topiramato acabou com a minha enxaqueca até voltei a tomar café como é bom café .	topiramato	55	64	9	enxaqueca	85	93	14	0	-1
277	pele3500 felinnae sim mano eu tomava ziprasidona pra sind do panico e ansiedade qdo eu dizia q tomava antipsicotico as pessoas nossa .	ziprasidona	37	47	6	ansiedade	70	78	12	0	-1
278	queensregent gente cuidado q teve uma pesquisa q mostrava q omeprazol causa depressão eu tomava tb até ver isso .	omeprazol	60	68	10	depressão	76	84	12	0	-1
279	alergia a antiinflamatórios ibuprofeno	ibuprofeno	28	37	3	alergia	0	6	0	1	-1
280	dipirona etc. alergia	dipirona	0	7	0	alergia	14	20	2	0	-1
281	não tentem morrer por excesso de cafeína nao vai dar certo e vc vai ficar com dor .	cafeína	33	39	6	dor	78	80	16	0	-1
282	vc é minha morfina vem acaba com essa dor .	morfina	11	17	3	dor	38	40	8	0	-1
283	vou ser obrigada a tomar um omeprazol que isso que dor é essaaaa .	omeprazol	28	36	6	dor	51	53	10	0	-1
284	a antiinflamatórios ibuprofeno dipirona etc. alergia a cafeína ou alguma coisa parecida que morte terrivel mana .	ibuprofeno	20	29	2	alergia	45	51	5	0	-1
285	a antiinflamatórios ibuprofeno dipirona etc. alergia a cafeína ou alguma coisa parecida que morte terrivel mana .	ibuprofeno	20	29	2	morte	92	96	13	0	-1
286	a antiinflamatórios ibuprofeno dipirona etc. alergia a cafeína ou alguma coisa parecida que morte terrivel mana .	cafeína	55	61	7	alergia	45	51	5	1	-1
287	a antiinflamatórios ibuprofeno dipirona etc. alergia a cafeína ou alguma coisa parecida que morte terrivel mana .	cafeína	55	61	7	morte	92	96	13	0	-1
288	a antiinflamatórios ibuprofeno dipirona etc. alergia a cafeína ou alguma coisa parecida que morte terrivel mana .	dipirona	31	38	3	alergia	45	51	5	0	-1
289	a antiinflamatórios ibuprofeno dipirona etc. alergia a cafeína ou alguma coisa parecida que morte terrivel mana .	dipirona	31	38	3	morte	92	96	13	0	-1
290	luistebosa à 20 anos que tomo omeprazol já não sei o que é azia mas sei bem o que é ser fraco .	omeprazol	30	38	6	azia	59	62	13	0	-1
291	eu tomo topiramato e amitriptilina pra prevenir a enxaqueca o topiramato é moderador de humor e a amitriptilina antidepressivo .	amitriptilina	21	33	4	enxaqueca	50	58	8	0	-1
292	eu tomo topiramato e amitriptilina pra prevenir a enxaqueca o topiramato é moderador de humor e a amitriptilina antidepressivo .	amitriptilina	98	110	17	enxaqueca	50	58	8	1	-1
293	eu tomo topiramato e amitriptilina pra prevenir a enxaqueca o topiramato é moderador de humor e a amitriptilina antidepressivo .	topiramato	8	17	2	enxaqueca	50	58	8	0	-1
294	eu tomo topiramato e amitriptilina pra prevenir a enxaqueca o topiramato é moderador de humor e a amitriptilina antidepressivo .	topiramato	62	71	10	enxaqueca	50	58	8	1	-1
295	tonymacedo1 estadao imagina calor de 35 c em cima do zinco com 35 por alunos nas salas de aulas dr alckmin é insano .	zinco	53	57	10	calor	28	32	3	1	-1
297	não sei quem culpar pela enxaqueca de hoje o cabelo a vista ou a falta da cafeína .	cafeína	74	80	16	enxaqueca	25	33	5	1	-1
298	colocar bicarbonato de sódio nas afta nem doi ne so da vontade de cortar um braço pra dor substituir pra algo mais suave .	bicarbonato de sódio	8	27	35675	dor	86	88	17	0	-1
299	comi um bombom e já senti a glicose entrando no meu sangue e a azia se revirando na minha garganta .	glicose	28	34	7	azia	63	66	14	0	-1
300	essa ansiedade está me matando e não quero voltar a ser viciada em sertralina .	sertralina	67	76	13	ansiedade	5	13	1	1	-1
301	os torto verão 2016 suor glicose e dorflex	dorflex	35	41	7	suor	20	23	4	1	-1
302	os torto verão 2016 suor glicose e dorflex	glicose	25	31	5	suor	20	23	4	1	-1
303	primeiro dia de fevereiro e eu tenho uma nova crise de ansiedade quantos dias depois mesmo a fluoxetina começa a fazer	fluoxetina	93	102	17	ansiedade	55	63	11	1	-1
304	ansiedade sossega que acabou a fluoxetina .	fluoxetina	31	40	5	ansiedade	0	8	0	1	-1
305	paracetamol faz bem pra dor de garganta só queria informar pois dessa eu não sabia .	paracetamol	0	10	0	dor de garganta	24	38	41985	0	-1
306	fiz hidratação hoje com morte súbita e óleo de rícino cr to amando .	óleo de rícino	39	52	37191	morte súbita	24	35	35	1	-1
307	muita azia e queimação comecei a tomar omeprazol todo dia de manhã melhorei uns 80 .	omeprazol	39	47	7	azia	6	9	1	1	-1
308	tem tanta cafeína no meu corpo que minhas perna tão tremendo vixi ainda bem que hoje não é dia de crise de ansiedade se não eu tava fodida .	cafeína	10	16	2	ansiedade	107	115	22	0	-1
309	tem tanta cafeína no meu corpo que minhas perna tão tremendo vixi ainda bem que hoje não é dia de crise de ansiedade se não eu tava fodida .	cafeína	10	16	2	tremendo	52	59	10	0	-1
310	essa azia de madrugada é foda omeprazol neless .	omeprazol	30	38	6	azia	5	8	1	1	-1
311	ta fala pra ela tomar dramim bromoprida que são bons pra enjoo chá de boldo as vezes funciona tbm .	bromoprida	29	38	6	enjoo	57	61	11	0	-1
312	pra quem diz q a carne é fraca se liga se o problema é fraqueza pecado n é vitamina .	vitamina	75	82	18	fraqueza	55	62	14	1	-1
313	caralho só de pensar que eu poderia estar na ansiedade da festa de formatura do 9 ano dá uma leve vontade de tomar mt paracetamol .	paracetamol	118	128	24	ansiedade	45	53	9	1	-1
314	tava com dor de cabeça hoje daí tomei dipirona nossa minha pressão caiu com esse calor então achei que ia desmaiar .	dipirona	38	45	8	calor	81	85	15	0	-1
315	tava com dor de cabeça hoje daí tomei dipirona nossa minha pressão caiu com esse calor então achei que ia desmaiar .	dipirona	38	45	8	dor de cabeça	9	21	40394	1	-1
316	tomava o paroxetina pra ansiedade e depressão bromazepam era pra insônia e sintomas depressivos .	paroxetina	9	18	2	ansiedade	24	32	4	0	-1
317	tomava o paroxetina pra ansiedade e depressão bromazepam era pra insônia e sintomas depressivos .	paroxetina	9	18	2	depressão	36	44	6	0	-1
318	tomava o paroxetina pra ansiedade e depressão bromazepam era pra insônia e sintomas depressivos .	paroxetina	9	18	2	insônia	65	71	10	0	-1
319	tomava o paroxetina pra ansiedade e depressão bromazepam era pra insônia e sintomas depressivos .	bromazepam	46	55	7	ansiedade	24	32	4	1	-1
320	tomava o paroxetina pra ansiedade e depressão bromazepam era pra insônia e sintomas depressivos .	bromazepam	46	55	7	depressão	36	44	6	1	-1
321	tomava o paroxetina pra ansiedade e depressão bromazepam era pra insônia e sintomas depressivos .	bromazepam	46	55	7	insônia	65	71	10	0	-1
322	todos liberação prolongada 0 25 rivotril durante crise de ansiedade panico .	rivotril	32	39	5	ansiedade	58	66	9	0	-1
323	garota que não aguenta de dor no estômago e toma omeprazol como se fosse tic tac	omeprazol	49	57	10	dor	26	28	5	1	-1
324	tava morrendo de azia desde ontem ainda bem que lembrei que tem omeprazol aqui em casa .	omeprazol	64	72	12	azia	17	20	3	1	-1
325	paracetamol não adianta tem que ver um remédio pra dor forte .	paracetamol	0	10	0	dor	51	53	9	0	-1
326	o que uma dor não faz né eu não como desde manhã e nem to com fome ai sr rita manda msg dizendo p mim comer verduras e vitamina c ta foda .	vitamina c	119	128	9128	dor	10	12	3	1	-1
327	o que uma dor não faz né eu não como desde manhã e nem to com fome ai sr rita manda msg dizendo p mim comer verduras e vitamina c ta foda .	vitamina c	119	128	9128	fome	62	65	16	1	-1
328	gente vcs acha legal ter ansiedade p ficar postando coisa de omeprazol e escitalopram mas é horrível ta horrível .	omeprazol	61	69	11	ansiedade	25	33	5	1	-1
329	gente vcs acha legal ter ansiedade p ficar postando coisa de omeprazol e escitalopram mas é horrível ta horrível .	escitalopram	73	84	13	ansiedade	25	33	5	1	-1
330	correrio cansaço glicose baixa febre e o susto que dei em todos valeu a pena .	glicose	17	23	2	cansaço	9	15	1	1	-1
331	correrio cansaço glicose baixa febre e o susto que dei em todos valeu a pena .	glicose	17	23	2	febre	31	35	4	0	-1
332	bom meninas hj vou mostrar pra vcs meu kit depressão mt fluoxetina paroxetina rivotril e outros tarja preta vcs vão amar .	fluoxetina	56	65	11	depressão	43	51	9	1	-1
333	bom meninas hj vou mostrar pra vcs meu kit depressão mt fluoxetina paroxetina rivotril e outros tarja preta vcs vão amar .	rivotril	78	85	13	depressão	43	51	9	1	-1
334	bom meninas hj vou mostrar pra vcs meu kit depressão mt fluoxetina paroxetina rivotril e outros tarja preta vcs vão amar .	paroxetina	67	76	12	depressão	43	51	9	1	-1
335	umas 4h nessa noite descubro que o efeito da penicilina demora 24 48h pra começar agir absolutellyputaço dor novamente .	penicilina	45	54	9	dor	105	107	17	0	-1
337	aminofilina me deu uma dor nas pernas que puta que o pariu nunca mais tomo esse troço falo isso mas amanhã to tomando dnv pq	aminofilina	0	10	0	dor	23	25	4	0	-1
338	a pessoa ta quase chorando de tanta cólica o ibuprofeno não faz efeito faz o que deita no chão da sala da mãe e coloca os pes pra cima .	ibuprofeno	45	54	9	chorando	18	25	4	1	-1
339	várias vezes eu senti vontade de tomar toda a cartela de nortriptilina com álcool e acabar com toda a dor só nunca fiz .	álcool	75	80	13	dor	102	104	19	0	-1
340	várias vezes eu senti vontade de tomar toda a cartela de nortriptilina com álcool e acabar com toda a dor só nunca fiz .	nortriptilina	57	69	11	dor	102	104	19	0	-1
341	eu me pergunto se é depleção de ocitocina ou de estrogênio progesterona ou se é o calor mesmo que ta me deixando irritada e desmotivada .	progesterona	59	70	11	calor	82	86	16	0	-1
342	to tomando um prednisona zikatop dor de cabeça acaba em 10 minutos .	prednisona	14	23	3	dor de cabeça	33	45	40838	0	-1
343	14 eu tenho alergia a penicilina super legal esse fato .	penicilina	22	31	5	alergia	12	18	3	1	-1
344	meu deus que dor no estômago não aguento mais tomar omeprazol .	omeprazol	52	60	10	dor	13	15	3	1	-1
346	eu tinha esquecido da minha alergia ao dipirona ja tava indo tomar poderia ta morrendo agr e ngm iria saber .	dipirona	39	46	7	alergia	28	34	5	1	-1
